ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
10903,Internet Explorer,Internet Control Panel: Security Page: Trusted Sites Zone: Initialize and script ActiveX controls not marked as safe,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2,1201,,,,,3,=,Medium
10904,Internet Explorer,Internet Control Panel: Security Page: Trusted Sites Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2,1C00,,,,,65536,=,Medium
10905,Internet Explorer,Security Features: Allow fallback to SSL 3.0 (Internet Explorer),Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,EnableSSL3Fallback,,,,,0,=,Medium
10906,Internet Explorer,Security Features: Add-on Management: Remove 'Run this time' button for outdated ActiveX controls in Internet Explorer,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Ext,RunThisTimeEnabled,,,,,0,=,Medium
10907,Internet Explorer,Security Features: Add-on Management: Turn off blocking of outdated ActiveX controls for Internet Explorer,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Ext,VersionCheckEnabled,,,,,1,=,Medium
10908,Internet Explorer,Security Features: Consistent Mime Handling: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING,iexplore.exe,,,,,1,=,Medium
10909,Internet Explorer,Security Features: Consistent Mime Handling: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING,explorer.exe,,,,,1,=,Medium
10910,Internet Explorer,Security Features: Consistent Mime Handling: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_HANDLING,(Reserved),,,,,1,=,Medium
10911,Internet Explorer,Security Features: Mime Sniffing Safety Feature: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING,iexplore.exe,,,,,1,=,Medium
10912,Internet Explorer,Security Features: Mime Sniffing Safety Feature: Internet Explorer Processes explore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING,explorer.exe,,,,,1,=,Medium
10913,Internet Explorer,Security Features: Mime Sniffing Safety Feature: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_MIME_SNIFFING,(Reserved),,,,,1,=,Medium
10914,Internet Explorer,Security Features: MK Protocol Security Restriction: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL,iexplore.exe,,,,,1,=,Medium
10915,Internet Explorer,Security Features: MK Protocol Security Restriction: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL,explorer.exe,,,,,1,=,Medium
10916,Internet Explorer,Security Features: MK Protocol Security Restriction: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_DISABLE_MK_PROTOCOL,(Reserved),,,,,1,=,Medium
10917,Internet Explorer,Security Features: Notification bar: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND,iexplore.exe,,,,,1,=,Medium
10918,Internet Explorer,Security Features: Notification bar: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND,explorer.exe,,,,,1,=,Medium
10919,Internet Explorer,Security Features: Notification bar: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SECURITYBAND,(Reserved),,,,,1,=,Medium
10920,Internet Explorer,Security Features: Protection From Zone Elevation: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION,iexplore.exe,,,,,1,=,Medium
10921,Internet Explorer,Security Features: Protection From Zone Elevation: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION,explorer.exe,,,,,1,=,Medium
10922,Internet Explorer,Security Features: Protection From Zone Elevation: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ZONE_ELEVATION,(Reserved),,,,,1,=,Medium
10923,Internet Explorer,Security Features: Restrict ActiveX Install: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL,iexplore.exe,,,,,1,=,Medium
10924,Internet Explorer,Security Features: Restrict ActiveX Install: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL,explorer.exe,,,,,1,=,Medium
10925,Internet Explorer,Security Features: Restrict ActiveX Install: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_ACTIVEXINSTALL,(Reserved),,,,,1,=,Medium
10926,Internet Explorer,Security Features: Restrict File Download: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD,iexplore.exe,,,,,1,=,Medium
10927,Internet Explorer,Security Features: Restrict File Download: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD,explorer.exe,,,,,1,=,Medium
10928,Internet Explorer,Security Features: Restrict File Download: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_RESTRICT_FILEDOWNLOAD,(Reserved),,,,,1,=,Medium
10929,Internet Explorer,Security Features: Scripted Window Security Restrictions: Internet Explorer Processes iexplore.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS,iexplore.exe,,,,,1,=,Medium
10930,Internet Explorer,Security Features: Scripted Window Security Restrictions: Internet Explorer Processes explorer.exe,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS,explorer.exe,,,,,1,=,Medium
10931,Internet Explorer,Security Features: Scripted Window Security Restrictions: Internet Explorer Processes (Reserved),Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_WINDOW_RESTRICTIONS,(Reserved),,,,,1,=,Medium
10972,Microsoft Defender Antivirus,Configure detection for potentially unwanted applications,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,PUAProtection,,,,0,1,>=,Medium
10973,Microsoft Defender Antivirus,MAPS: Join Microsoft MAPS,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting,,,,0,0,=,Medium
10977,Microsoft Defender Exploit Guard,Attack Surface Reduction rules,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,,,,0,1,=,Medium
10978,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,,,,0,1,=,Medium
11028,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail,MpPreferenceAsr,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,,,,,,0,1,=,Medium
10979,Microsoft Defender Exploit Guard,ASR: Block all Office applications from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d4f940ab-401b-4efc-aadc-ad5f3c50688a,,,,0,1,=,Medium
11029,Microsoft Defender Exploit Guard,ASR: Block all Office applications from creating child processes,MpPreferenceAsr,d4f940ab-401b-4efc-aadc-ad5f3c50688a,,,,,,0,1,=,Medium
10980,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,3b576869-a4ec-4529-8536-b80a7769e899,,,,0,1,=,Medium
11030,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content,MpPreferenceAsr,3b576869-a4ec-4529-8536-b80a7769e899,,,,,,0,1,=,Medium
10981,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting code into other processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,,,,0,1,=,Medium
11016,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting code into other processes,MpPreferenceAsr,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,,,,,,0,1,=,Medium
10982,Microsoft Defender Exploit Guard,ASR: Block JavaScript or VBScript from launching downloaded executable content (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d3e037e1-3eb8-44c8-a917-57927947596d,,,,0,1,=,Medium
11020,Microsoft Defender Exploit Guard,ASR: Block JavaScript or VBScript from launching downloaded executable content,MpPreferenceAsr,d3e037e1-3eb8-44c8-a917-57927947596d,,,,,,0,1,=,Medium
10983,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,5beb7efe-fd9a-4556-801d-275e5ffc04cc,,,,0,1,=,Medium
11021,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts,MpPreferenceAsr,5beb7efe-fd9a-4556-801d-275e5ffc04cc,,,,,,0,1,=,Medium
10984,Microsoft Defender Exploit Guard,ASR: Block Win32 API calls from Office macros (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,,,,0,1,=,Medium
11022,Microsoft Defender Exploit Guard,ASR: Block Win32 API calls from Office macros,MpPreferenceAsr,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,,,,,,0,1,=,Medium
10985,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion (Policy)",Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,01443614-cd74-433a-b99e-2ecdc07bfc25,,,,0,0,=,Low
11023,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion",MpPreferenceAsr,01443614-cd74-433a-b99e-2ecdc07bfc25,,,,,,0,0,=,Low
10986,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,c1db55ab-c21a-4637-bb3f-a12568109d35,,,,0,1,=,Medium
11024,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware,MpPreferenceAsr,c1db55ab-c21a-4637-bb3f-a12568109d35,,,,,,0,1,=,Medium
10987,Microsoft Defender Exploit Guard,ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,,,,0,1,=,Medium
11025,Microsoft Defender Exploit Guard,ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe),MpPreferenceAsr,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,,,,,,0,1,=,Medium
10988,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d1e49aac-8f56-4280-b9ba-993a6d77406c,,,,0,0,=,Low
11026,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands,MpPreferenceAsr,d1e49aac-8f56-4280-b9ba-993a6d77406c,,,,,,0,0,=,Low
10989,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,0,1,=,Medium
11027,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB,MpPreferenceAsr,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,,,0,1,=,Medium
10990,Microsoft Defender Exploit Guard,ASR: Block Office communication application from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,26190899-1602-49e8-8b27-eb1d0a1ce869,,,,0,1,=,Medium
11028,Microsoft Defender Exploit Guard,ASR: Block Office communication application from creating child processes,MpPreferenceAsr,26190899-1602-49e8-8b27-eb1d0a1ce869,,,,,,0,1,=,Medium
10991,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,,,,0,1,=,Medium
11029,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes,MpPreferenceAsr,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,,,,,,0,1,=,Medium
10992,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,e6db77e5-3df2-4cf1-b95a-636979351e5b,,,,0,1,=,Medium
11030,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription,MpPreferenceAsr,e6db77e5-3df2-4cf1-b95a-636979351e5b,,,,,,0,1,=,Medium
10993,Microsoft Defender Exploit Guard,Network Protection: Prevent users and apps from accessing dangerous websites,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection,,,,,1,=,Medium
V-93329,Microsoft Defender Exploit Guard,Exploit protection: Override Data Execution Prevention (DEP) (firefox.exe),ProcessmitigationApplication,firefox.exe/DEP/OverrideDEP,,,,,,,False,=,Medium
V-93329,Microsoft Defender Exploit Guard,Exploit protection: Force randomization for images (ASLR) (firefox.exe),ProcessmitigationApplication,firefox.exe/ASLR/ForceRelocateImages,,,,,,,ON,=,Medium
10999,Microsoft Defender Antivirus,MpEngine: Select cloud protection level,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\MpEngine,MpCloudBlockLevel,,,,,2,>=,Medium
11013,Microsoft Defender Antivirus,Real-time Protection: Scan all downloaded files and attachments,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,,,,0,0,=,Medium
11014,Microsoft Defender Antivirus,Real-time Protection: Turn off real-time protection,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,,,,0,0,=,Medium
11015,Microsoft Defender Antivirus,Real-time Protection: Turn on behavior monitoring (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,,,,0,0,=,Medium
11031,Microsoft Defender Antivirus,Real-time Protection: Turn on script scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableScriptScanning,,,,0,0,=,Medium
10976,Microsoft Defender Antivirus,Scan: Scan removable drives,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,,,,1,0,=,Medium
18.9.47.6.1,Microsoft Defender Antivirus,MpEngine: Enable file hash computation feature,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine,EnableFileHashComputation,,,,,1,=,Medium
18.9.47.12.2,Microsoft Defender Antivirus,Scan: Turn on e-mail scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableEmailScanning,,,,1,0,=,Medium
18.9.47.15,Microsoft Defender Antivirus,Configure detection for potentially unwanted applications,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,PUAProtection,,,,0,1,=,Medium
18.9.47.16,Microsoft Defender Antivirus,Turn off Microsoft Defender Antivirus,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,DisableAntiSpyware,,,,0,0,=,Medium
10960,Administrative Templates: Windows Components,Remote Desktop Connection Client: Do not allow passwords to be saved,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DisablePasswordSaving,,,,0,1,=,Medium
10961,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow drive redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCdm,,,,0,1,=,Medium
10962,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Always prompt for password upon connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fPromptForPassword,,,,0,1,=,Medium
10963,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require secure RPC communication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fEncryptRPCTraffic,,,,0,1,=,Medium
10964,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Set client connection encryption level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MinEncryptionLevel,,,,0,3,=,Medium
10970,Administrative Templates: Windows Components,RSS Feeds: Prevent downloading of enclosures,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Feeds,DisableEnclosureDownload,,,,0,1,=,Medium
10971,Administrative Templates: Windows Components,Search: Allow indexing of encrypted files,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowIndexingEncryptedStoresOrItems,,,,1,0,=,Medium
11001,Administrative Templates: Windows Components,Windows Ink Workspace: Allow Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowWindowsInkWorkspace,,,,1,1,=,Low
11002,Administrative Templates: Windows Components,Windows Installer: Allow user control over installs,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,EnableUserControl,,,,1,0,=,Medium
11003,Administrative Templates: Windows Components,Windows Installer: Always install with elevated privileges,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,,,,0,0,=,Medium
11004,Administrative Templates: Windows Components,Windows Logon Options: Sign-in and lock last interactive user automatically after a restart,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableAutomaticRestartSignOn,,,,0,1,=,Medium
18.9.58.1,Administrative Templates: Windows Components,OneDrive: Prevent the usage of OneDrive for file storage,Registry,,HKLM:\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,,,,0,1,=,Medium
18.9.64.1,Administrative Templates: Windows Components,Push To Install: Turn off Push To Install service,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PushToInstall,DisablePushToInstall,,,,,1,=,Medium
18.9.65.3.2.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Connections: Restrict Remote Desktop Services users to a single Remote Desktop Services session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fSingleSessionPerUser,,,,1,1,=,Medium
18.9.65.3.3.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Allow UI Automation redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,EnableUiaRedirection,,,,,0,=,Medium
18.9.65.3.3.2,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow COM port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCcm,,,,0,1,=,Medium
18.9.65.3.3.4,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow location redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableLocationRedir,,,,,1,=,Medium
18.9.65.3.3.5,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow LPT port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableLPT,,,,0,1,=,Medium
18.9.65.3.3.6,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow supported Plug and Play device redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisablePNPRedir,,,,0,1,=,Medium
18.9.65.3.9.3,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require use of specific security layer for remote (RDP) connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,SecurityLayer,,,,0,2,=,Medium
18.9.65.3.9.4,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require user authentication for remote connections by using Network Level Authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,UserAuthentication,,,,0,1,=,Medium
18.9.65.3.10.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Session Time Limits: Set time limit for active but idle Remote Desktop Services sessions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MaxIdleTime,,,,0,900000,<=!0,Medium
18.9.65.3.10.2,Administrative Templates: Windows Components,Remote Desktop Session Host: Session Time Limits: Set time limit for disconnected sessions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MaxDisconnectionTime,,,,0,60000,=,Medium
18.9.65.3.11.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Temporary folders: Do not delete temp folders upon exit,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DeleteTempDirsOnExit,,,,1,1,=,Medium
18.9.65.3.11.2,Administrative Templates: Windows Components,Remote Desktop Session Host: Temporary folders: Do not use temporary folders per session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,PerSessionTempDir,,,,1,1,=,Medium
18.9.67.2,Administrative Templates: Windows Components,Search: Allow Cloud Search,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCloudSearch,,,,1,0,=,Medium
18.9.72.1,Administrative Templates: Windows Components,Software Protection Platform: Turn off KMS Client Online AVS Validation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform,NoGenTicket,,,,0,1,=,Medium
18.9.85.1.1.1,Administrative Templates: Windows Components,File Explorer: Configure Windows Defender SmartScreen,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableSmartScreen,,,,1,1,=,Medium
18.9.85.1.1.2,Administrative Templates: Windows Components,File Explorer: Configure Windows Defender SmartScreen to warn and prevent bypass,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,ShellSmartScreenLevel,,,,Warn,Block,=,Medium
18.9.89.1,Administrative Templates: Windows Components,Windows Ink Workspace: Allow suggested apps in Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowSuggestedAppsInWindowsInkWorkspace,,,,1,0,=,Medium
18.9.90.3,Administrative Templates: Windows Components,Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,SafeForScripting,,,,1,0,=,Medium
11005,PowerShell,Turn on PowerShell Script Block Logging,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,1,=,Medium
11006,PowerShell,Turn on PowerShell Script Block Logging (Invocation),Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockInvocationLogging,,,,0,0,=,Low
18.9.100.2,PowerShell,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,0,=,Medium
11007,Administrative Templates: Windows Components,WinRM Client: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,,,,1,0,=,Medium
11008,Administrative Templates: Windows Components,WinRM Client: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,,,,1,0,=,Medium
11009,Administrative Templates: Windows Components,WinRM Client: Disallow Digest authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowDigest,,,,1,0,=,Medium
11010,Administrative Templates: Windows Components,WinRM Service: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,,,,1,0,=,Medium
11011,Administrative Templates: Windows Components,WinRM Service: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,,,,1,0,=,Medium
11012,Administrative Templates: Windows Components,WinRM Service: Disallow WinRM from storing RunAs credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,DisableRunAs,,,,0,1,=,Medium
18.9.102.2.2,Administrative Templates: Windows Components,WinRM Service: Allow remote server management through WinRM,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowAutoConfig,,,,1,0,=,Medium
18.9.103.1,Administrative Templates: Windows Components,Windows Remote Shell: Allow Remote Shell Access,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS,AllowRemoteShellAccess,,,,1,0,=,Medium
18.9.105.2.1,Administrative Templates: Windows Components,App and browser protection: Prevent users from modifying settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection,DisallowExploitProtectionOverride,,,,,1,=,Medium
18.9.108.1.1,Administrative Templates: Windows Components,Windows Update: Legacy Policies: No auto-restart with logged on users for scheduled automatic updates installations,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoRebootWithLoggedOnUsers,,,,0,0,=,Medium
18.9.108.2.1,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoUpdate,,,,0,0,=,Medium
18.9.108.2.2,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates: Scheduled install day,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,ScheduledInstallDay,,,,,0,=,Medium
